id,content_type,content_license,attribution_url,word_id,title,transcription,download_url,audio_format
92,audio/mpeg,null,"null",,"word_gumagamit","gumagamit","/audio/92.mp3",MP3
93,audio/mpeg,null,"null",,"word_gumapang","gumapang","/audio/93.mp3",MP3
94,audio/mpeg,null,"null",,"word_gusto","gusto","/audio/94.mp3",MP3
95,audio/mpeg,null,"null",,"word_gustong-gusto","gustong-gusto","/audio/95.mp3",MP3
96,audio/mpeg,null,"null",,"word_habulin","habulin","/audio/96.mp3",MP3
97,audio/mpeg,null,"null",,"word_hagdan","hagdan","/audio/97.mp3",MP3
98,audio/mpeg,null,"null",,"word_halos","halos","/audio/98.mp3",MP3
99,audio/mpeg,null,"null",,"word_hanggang","hanggang","/audio/99.mp3",MP3
100,audio/mpeg,null,"null",,"word_hawakan","hawakan","/audio/100.mp3",MP3
101,audio/mpeg,null,"null",,"word_heto","heto","/audio/101.mp3",MP3
102,audio/mpeg,null,"null",,"word_hilahin","hilahin","/audio/102.mp3",MP3
103,audio/mpeg,null,"null",,"word_hinabol","hinabol","/audio/103.mp3",MP3
104,audio/mpeg,null,"null",,"word_hinahabol","hinahabol","/audio/104.mp3",MP3
105,audio/mpeg,null,"null",,"word_hindi","hindi","/audio/105.mp3",MP3
106,audio/mpeg,null,"null",,"word_hininga","hininga","/audio/106.mp3",MP3
107,audio/mpeg,null,"null",,"word_humingi","humingi","/audio/107.mp3",MP3
108,audio/mpeg,null,"null",,"word_ibalik","ibalik","/audio/108.mp3",MP3
109,audio/mpeg,null,"null",,"word_ibon","ibon","/audio/109.mp3",MP3
110,audio/mpeg,null,"null",,"word_ilalim","ilalim","/audio/110.mp3",MP3
111,audio/mpeg,null,"null",,"word_ingay","ingay","/audio/111.mp3",MP3
112,audio/mpeg,null,"null",,"word_inunat","inunat","/audio/112.mp3",MP3
113,audio/mpeg,null,"null",,"word_inyo","inyo","/audio/113.mp3",MP3
114,audio/mpeg,null,"null",,"word_inyong","inyong","/audio/114.mp3",MP3
115,audio/mpeg,null,"null",,"word_isang","isang","/audio/115.mp3",MP3
116,audio/mpeg,null,"null",,"word_isdang","isdang","/audio/116.mp3",MP3
117,audio/mpeg,null,"null",,"word_iskuwirel","iskuwirel","/audio/117.mp3",MP3
118,audio/mpeg,null,"null",,"word_ito","ito","/audio/118.mp3",MP3
119,audio/mpeg,null,"null",,"word_itong","itong","/audio/119.mp3",MP3
120,audio/mpeg,null,"null",,"word_iyon","iyon","/audio/120.mp3",MP3
121,audio/mpeg,null,"null",,"word_iyong","iyong","/audio/121.mp3",MP3
122,audio/mpeg,null,"null",,"word_kahit","kahit","/audio/122.mp3",MP3
123,audio/mpeg,null,"null",,"word_kahon","kahon","/audio/123.mp3",MP3
124,audio/mpeg,null,"null",,"word_kailangan","kailangan","/audio/124.mp3",MP3
125,audio/mpeg,null,"null",,"word_kalawakan","kalawakan","/audio/125.mp3",MP3
126,audio/mpeg,null,"null",,"word_kamatis","kamatis","/audio/126.mp3",MP3
127,audio/mpeg,null,"null",,"word_kamay","kamay","/audio/127.mp3",MP3
128,audio/mpeg,null,"null",,"word_kambing","kambing","/audio/128.mp3",MP3
129,audio/mpeg,null,"null",,"word_kang","kang","/audio/129.mp3",MP3
130,audio/mpeg,null,"null",,"word_isa","isa","/audio/130.mp3",MP3
131,audio/mpeg,null,"null",,"word_tatlo","tatlo","/audio/131.mp3",MP3
132,audio/mpeg,null,"null",,"word_lima","lima","/audio/132.mp3",MP3
133,audio/mpeg,null,"null",,"word_limang","limang","/audio/133.mp3",MP3
134,audio/mpeg,null,"null",,"word_pito","pito","/audio/134.mp3",MP3
135,audio/mpeg,null,"null",,"word_walo","walo","/audio/135.mp3",MP3
136,audio/mpeg,null,"null",,"word_sampu","sampu","/audio/136.mp3",MP3
137,audio/mpeg,null,"null",,"word_labing-isa","labing-isa","/audio/137.mp3",MP3
138,audio/mpeg,null,"null",,"word_labindalawa","labindalawa","/audio/138.mp3",MP3
139,audio/mpeg,null,"null",,"word_labintatlo","labintatlo","/audio/139.mp3",MP3
140,audio/mpeg,null,"null",,"word_labing-apat","labing-apat","/audio/140.mp3",MP3
141,audio/mpeg,null,"null",,"word_labinlima","labinlima","/audio/141.mp3",MP3
142,audio/mpeg,null,"null",,"word_hinihila","hinihila","/audio/142.mp3",MP3
143,audio/mpeg,null,"null",,"word_hinila","hinila","/audio/143.mp3",MP3
144,audio/mpeg,null,"null",,"word_huminto","huminto","/audio/144.mp3",MP3
145,audio/mpeg,null,"null",,"word_kapag","kapag","/audio/145.mp3",MP3
146,audio/mpeg,null,"null",,"word_kaarawan","kaarawan","/audio/146.mp3",MP3
147,audio/mpeg,null,"null",,"word_kapatid","kapatid","/audio/147.mp3",MP3
148,audio/mpeg,null,"null",,"word_kariton","kariton","/audio/148.mp3",MP3
149,audio/mpeg,null,"null",,"word_kataas","kataas","/audio/149.mp3",MP3
150,audio/mpeg,null,"null",,"word_si","si","/audio/150.mp3",MP3
151,audio/mpeg,null,"null",,"word_ni","ni","/audio/151.mp3",MP3
152,audio/mpeg,null,"null",,"word_siya","siya","/audio/152.mp3",MP3
153,audio/mpeg,null,"null",,"word_sila","sila","/audio/153.mp3",MP3
154,audio/mpeg,null,"null",,"word_pusa","pusa","/audio/154.mp3",MP3
155,audio/mpeg,null,"null",,"word_ngunit","ngunit","/audio/155.mp3",MP3
156,audio/mpeg,null,"null",,"word_kaya","kaya","/audio/156.mp3",MP3
157,audio/mpeg,null,"null",,"word_sabi","sabi","/audio/157.mp3",MP3
158,audio/mpeg,null,"null",,"word_paruparo","paruparo","/audio/158.mp3",MP3
159,audio/mpeg,null,"null",,"word_pa","pa","/audio/159.mp3",MP3
160,audio/mpeg,null,"null",,"word_rin","rin","/audio/160.mp3",MP3
161,audio/mpeg,null,"null",,"word_nakita","nakita","/audio/161.mp3",MP3
162,audio/mpeg,null,"null",,"word_tanong","tanong","/audio/162.mp3",MP3
163,audio/mpeg,null,"null",,"word-id-444","dragon","/audio/163.mp3",MP3
164,audio/mpeg,null,"null",,"word_pitumpu","pitumpu","/audio/164.mp3",MP3
165,audio/mpeg,null,"null",,"word_tatlong","tatlong","/audio/165.mp3",MP3
166,audio/mpeg,null,"null",,"word_tatlumpu","tatlumpu","/audio/166.mp3",MP3
167,audio/mpeg,null,"null",,"word_lumot","lumot","/audio/167.mp3",MP3
168,audio/mpeg,null,"null",,"word_sagot","sagot","/audio/168.mp3",MP3
169,audio/mpeg,null,"null",,"word_liwanag","liwanag","/audio/169.mp3",MP3
170,audio/mpeg,null,"null",,"storybook-49-ch-7-par-1","Sinabi ni Raymie, " Ako ang prinsesa ng Siyudad ng Usok. Puno ng karbon dioksido ang aming kapaligiran. Inuubo ang mga tao araw at gabi. Hindi kailanman tumitigil ang mga sirena at narinig naming mayroon kayong solusyon sa aming problema."","/audio/170.mp3",MP3
171,audio/mpeg,null,"null",,"storybook-49-ch-9-par-1",""Bibigyan kita ng mga mahiwagang buto.. Lilinisin ng mga ito ang inyong hangin. Tutubo ang mga buto kung diniligan."","/audio/171.mp3",MP3
172,audio/mpeg,null,"null",,"word_wakas","wakas","/audio/172.mp3",MP3
173,audio/mpeg,null,"null",,"word_labing-anim","labing-anim","/audio/173.mp3",MP3
