id,glyph,unicode_version,unicode_emoji_version,word_ids,word_texts
172,💅,6.0,1.0,[367],"[""kulay""]"
147,💎,6.0,1.0,[],[]
154,💐,6.0,1.0,[],[]
185,💡,6.0,1.0,[398],"[""liwanag""]"
40,💧,6.0,1.0,[138],"[""tubig""]"
88,💫,6.0,1.0,[241],"[""bituin""]"
190,💭,6.0,1.0,[420],"[""maisip""]"
31,💺,6.0,1.0,"[284,120]","[""upuan"",""maupo""]"
111,📕,6.0,1.0,"[319,275]","[""aklat"",""libro""]"
112,📖,6.0,1.0,"[319,275]","[""aklat"",""libro""]"
110,📗,6.0,1.0,"[319,275]","[""aklat"",""libro""]"
109,📚,6.0,1.0,"[319,275]","[""aklat"",""libro""]"
134,📦,6.0,1.0,[313],"[""kahon""]"
186,🔊,6.0,1.0,[404],"[""ingay""]"
102,🔋,6.0,1.0,[265],"[""enerhiya""]"
56,🔢,6.0,1.0,[182],"[""bilangin""]"
125,🔧,6.0,1.0,[293],"[""gawin""]"
124,🔨,6.0,1.0,[293],"[""gawin""]"
195,🔭,6.0,1.0,[436],"[""gabi""]"
189,🔴,6.0,1.0,[411],"[""pula""]"
16,🕊️,7.0,1.0,"[19,172,377,17,102]","[""ibon"",""makalilipad"",""lumipad"",""batubato"",""nakakalipad""]"
117,🕰️,7.0,1.0,[279],"[""oras""]"
101,🕵️,7.0,1.0,"[263,373,140]","[""tingnan"",""sombrero"",""sumbrero""]"
27,🕺,9.0,3.0,"[108,437]","[""sayaw"",""masaya""]"
187,🖼️,7.0,1.0,[410],"[""larawan""]"
63,🗣️,7.0,1.0,"[197,413]","[""magsalita"",""sabihin""]"
142,🗺️,7.0,1.0,[],[]
146,😋,6.0,1.0,[328],"[""sarap""]"
47,😕,6.1,1.0,[],[]
68,😢,6.0,1.0,[210],"[""umiyak""]"
20,😨,6.0,1.0,"[337,34]","[""magulat"",""natatakot""]"
69,😭,6.0,1.0,[210],"[""umiyak""]"
79,😮,6.1,1.0,"[337,231]","[""magulat"",""talaga""]"
148,😯,6.1,1.0,[337],"[""magulat""]"
17,😴,6.1,1.0,"[76,78]","[""matulog"",""pagod""]"
70,😿,6.0,1.0,[210],"[""umiyak""]"
160,🙄,8.0,1.0,[347],"[""mata""]"
67,🙉,6.0,1.0,[207],"[""unggoy""]"
92,🙋,6.0,1.0,"[246,247,248]","[""inunat"",""maabot"",""kamay""]"
136,🙏,6.0,1.0,"[325,316]","[""humingi"",""nais""]"
80,🚀,6.0,1.0,"[304,377]","[""mabilis"",""lumipad""]"
99,🚄,6.0,1.0,"[258,304]","[""tren"",""mabilis""]"
98,🚆,6.0,1.0,"[258,304]","[""tren"",""mabilis""]"
100,🚉,6.0,1.0,[258],"[""tren""]"
130,🚗,6.0,1.0,"[307,304,308]","[""magmaneho"",""mabilis"",""sasakyan""]"
181,🚢,6.0,1.0,[396],"[""dagat""]"
91,🚤,6.0,1.0,"[307,304,242]","[""magmaneho"",""mabilis"",""lawa""]"
19,🚰,6.0,1.0,"[93,138]","[""balon"",""tubig""]"
132,🚶,6.0,1.0,"[384,311,329]","[""maglakad"",""lakarin"",""mamasyal""]"
149,🛍️,7.0,1.0,[340],"[""bag""]"
33,🛑,9.0,3.0,[124],"[""huminto""]"
62,🛒,9.0,3.0,[193],"[""kariton""]"
141,🛫,7.0,1.0,"[268,377]","[""umalis"",""lumipad""]"
131,🛵,9.0,3.0,"[307,308]","[""magmaneho"",""sasakyan""]"
45,🤓,8.0,1.0,"[106,349]","[""makita"",""salamin""]"
167,🤔,8.0,1.0,[358],"[""tanong""]"
197,🤗,8.0,1.0,[437],"[""masaya""]"
21,🤝,9.0,3.0,"[40,297]","[""kaibigan"",""makipagkita""]"
43,🤠,9.0,3.0,"[373,437,140]","[""sombrero"",""masaya"",""sumbrero""]"
145,🤤,9.0,3.0,[328],"[""sarap""]"
95,🤷,9.0,3.0,[254],"[""siguro""]"
152,🥀,9.0,3.0,[],[]
82,🥁,9.0,3.0,[],[]
54,🥖,9.0,3.0,[161],"[""tinapay""]"
46,🦁,8.0,1.0,[146],"[""leon""]"
49,🦄,8.0,1.0,"[367,150]","[""kulay"",""kabayo""]"
50,🦆,9.0,3.0,"[151,186]","[""pato"",""bibe""]"
177,🦇,9.0,3.0,[377],"[""lumipad""]"
24,🦉,9.0,3.0,"[103,352]","[""kuwago"",""nakaupo""]"
18,🦋,9.0,3.0,"[11,377,102]","[""paruparo"",""lumipad"",""nakakalipad""]"
64,🦌,9.0,3.0,[204],"[""usa""]"
182,🦑,9.0,3.0,[396],"[""dagat""]"
